# column 0 is pixels, column 1 is signal
2.180000000000000000e+02,2.305138888888886939e+01
2.190000000000000000e+02,2.211006944444446987e+01
2.200000000000000000e+02,2.240659722222223849e+01
2.210000000000000000e+02,2.178055555555553369e+01
2.220000000000000000e+02,2.241423611111106240e+01
2.230000000000000000e+02,2.162777777777772670e+01
2.240000000000000000e+02,2.183715277777778496e+01
2.250000000000000000e+02,2.210798611111112422e+01
2.260000000000000000e+02,2.235277777777777075e+01
2.270000000000000000e+02,2.154027777777776009e+01
2.280000000000000000e+02,2.175659722222220793e+01
2.290000000000000000e+02,2.036597222222221859e+01
2.300000000000000000e+02,2.059652777777776222e+01
2.310000000000000000e+02,1.948993055555555642e+01
2.320000000000000000e+02,2.021006944444444642e+01
2.330000000000000000e+02,1.995555555555556637e+01
2.340000000000000000e+02,2.039861111111113345e+01
2.350000000000000000e+02,2.028923611111110503e+01
2.360000000000000000e+02,2.016701388888891344e+01
2.370000000000000000e+02,1.936701388888889497e+01
2.380000000000000000e+02,1.947534722222220438e+01
2.390000000000000000e+02,1.887534722222220296e+01
2.400000000000000000e+02,1.980972222222223067e+01
2.410000000000000000e+02,1.896701388888887507e+01
2.420000000000000000e+02,1.979097222222221575e+01
2.430000000000000000e+02,1.927465277777776009e+01
2.440000000000000000e+02,1.997986111111111995e+01
2.450000000000000000e+02,1.911180555555556637e+01
2.460000000000000000e+02,2.045972222222223280e+01
2.470000000000000000e+02,1.966909722222222001e+01
2.480000000000000000e+02,2.076041666666667496e+01
2.490000000000000000e+02,2.068472222222224133e+01
2.500000000000000000e+02,2.147291666666666998e+01
2.510000000000000000e+02,2.091979166666662948e+01
2.520000000000000000e+02,2.220173611111112066e+01
2.530000000000000000e+02,2.125208333333331367e+01
2.540000000000000000e+02,2.163263888888888786e+01
2.550000000000000000e+02,2.100173611111110716e+01
2.560000000000000000e+02,2.089652777777778070e+01
2.570000000000000000e+02,2.008611111111110503e+01
2.580000000000000000e+02,2.057048611111112635e+01
2.590000000000000000e+02,2.006944444444444642e+01
2.600000000000000000e+02,1.995624999999997229e+01
2.610000000000000000e+02,1.963263888888887720e+01
2.620000000000000000e+02,1.961875000000000924e+01
2.630000000000000000e+02,1.911493055555555287e+01
2.640000000000000000e+02,2.023298611111109935e+01
2.650000000000000000e+02,1.974340277777777075e+01
2.660000000000000000e+02,1.948437499999998934e+01
2.670000000000000000e+02,1.950138888888887934e+01
2.680000000000000000e+02,1.983229166666668775e+01
2.690000000000000000e+02,2.002743055555555785e+01
2.700000000000000000e+02,2.063506944444445068e+01
2.710000000000000000e+02,2.054965277777779420e+01
2.720000000000000000e+02,2.027500000000000924e+01
2.730000000000000000e+02,2.043194444444443292e+01
2.740000000000000000e+02,2.079513888888888928e+01
2.750000000000000000e+02,2.011354166666668775e+01
2.760000000000000000e+02,2.165555555555555500e+01
2.770000000000000000e+02,2.094062500000002913e+01
2.780000000000000000e+02,2.250104166666668704e+01
2.790000000000000000e+02,2.102777777777777146e+01
2.800000000000000000e+02,2.213368055555554292e+01
2.810000000000000000e+02,2.050868055555555713e+01
2.820000000000000000e+02,2.065243055555556140e+01
2.830000000000000000e+02,2.013020833333331439e+01
2.840000000000000000e+02,2.046874999999998224e+01
2.850000000000000000e+02,2.011041666666664085e+01
2.860000000000000000e+02,2.083229166666663801e+01
2.870000000000000000e+02,2.111423611111111853e+01
2.880000000000000000e+02,2.197743055555552871e+01
2.890000000000000000e+02,2.247395833333334636e+01
2.900000000000000000e+02,2.282638888888888928e+01
2.910000000000000000e+02,2.184340277777778638e+01
2.920000000000000000e+02,2.222465277777776649e+01
2.930000000000000000e+02,2.142812500000000853e+01
2.940000000000000000e+02,2.269340277777775228e+01
2.950000000000000000e+02,2.217499999999997584e+01
2.960000000000000000e+02,2.291041666666668064e+01
2.970000000000000000e+02,2.179652777777778283e+01
2.980000000000000000e+02,2.173888888888886939e+01
2.990000000000000000e+02,2.079548611111109224e+01
3.000000000000000000e+02,2.111631944444443931e+01
3.010000000000000000e+02,1.960624999999999218e+01
3.020000000000000000e+02,2.122187499999998650e+01
3.030000000000000000e+02,2.005104166666666998e+01
3.040000000000000000e+02,2.264861111111110503e+01
3.050000000000000000e+02,2.133541666666668846e+01
3.060000000000000000e+02,2.153333333333329236e+01
3.070000000000000000e+02,2.147048611111110006e+01
3.080000000000000000e+02,2.179236111111111640e+01
3.090000000000000000e+02,2.151562500000001066e+01
3.100000000000000000e+02,2.260451388888891344e+01
3.110000000000000000e+02,2.179583333333335560e+01
3.120000000000000000e+02,2.116006944444445992e+01
3.130000000000000000e+02,2.087777777777778709e+01
3.140000000000000000e+02,2.004861111111113559e+01
