UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
2024-11-01T19:55:51,QFA25,34.190918,140.005341,15000,388,13
2024-11-01T19:55:54,QFA25,34.195999,140.006577,14925,385,11
2024-11-01T19:56:07,QFA25,34.217743,140.009033,14675,372,1
2024-11-01T19:56:10,QFA25,34.22319,140.008865,14625,367,357
2024-11-01T19:56:12,QFA25,34.226898,140.00853,14600,365,355
2024-11-01T19:56:16,QFA25,34.2327,140.007767,14575,362,352
2024-11-01T19:56:19,QFA25,34.237961,140.006851,14550,360,351
2024-11-01T19:56:22,QFA25,34.243195,140.005905,14525,360,351
2024-11-01T19:56:25,QFA25,34.248459,140.005005,14500,360,351
2024-11-01T19:56:28,QFA25,34.253368,140.00415,14450,362,352
2024-11-01T19:56:31,QFA25,34.258621,140.003326,14425,364,352
2024-11-01T19:57:02,QFA25,34.309929,139.996323,14175,363,353
2024-11-01T19:57:36,QFA25,34.367142,139.988251,13900,363,352
2024-11-01T19:58:07,QFA25,34.41861,139.980164,13650,366,352
2024-11-01T19:58:41,QFA25,34.475693,139.971039,13375,366,352
2024-11-01T19:59:11,QFA25,34.526505,139.962845,13125,360,352
2024-11-01T19:59:42,QFA25,34.577,139.954773,12875,353,352
2024-11-01T20:00:16,QFA25,34.631561,139.945969,12575,356,352
2024-11-01T20:00:49,QFA25,34.684814,139.937561,12100,351,352
2024-11-01T20:01:19,QFA25,34.734192,139.929672,11200,348,352
2024-11-01T20:01:35,QFA25,34.759159,139.925705,10750,346,352
2024-11-01T20:01:47,QFA25,34.778477,139.922668,10450,342,352
2024-11-01T20:02:03,QFA25,34.802673,139.918854,10275,333,352
2024-11-01T20:02:18,QFA25,34.825928,139.915207,10150,320,352
2024-11-01T20:02:34,QFA25,34.848267,139.911728,10025,308,352
2024-11-01T20:02:49,QFA25,34.86935,139.908371,9925,298,352
2024-11-01T20:03:01,QFA25,34.8862,139.905624,9700,294,352
2024-11-01T20:03:16,QFA25,34.906906,139.902206,9400,293,352
2024-11-01T20:03:32,QFA25,34.927643,139.898788,9100,295,352
2024-11-01T20:03:44,QFA25,34.944626,139.895874,8825,296,351
2024-11-01T20:04:00,QFA25,34.965179,139.889862,8500,294,344
2024-11-01T20:04:12,QFA25,34.981339,139.88443,8250,296,344
2024-11-01T20:04:27,QFA25,35.001709,139.87793,7925,294,345
2024-11-01T20:04:42,QFA25,35.021526,139.871689,7625,293,345
2024-11-01T20:04:58,QFA25,35.042267,139.865265,7275,294,345
2024-11-01T20:05:13,QFA25,35.062454,139.858932,6950,297,345
2024-11-01T20:05:29,QFA25,35.082825,139.852478,6625,298,345
2024-11-01T20:05:41,QFA25,35.099503,139.847137,6350,298,345
2024-11-01T20:05:57,QFA25,35.12022,139.840683,6025,297,345
2024-11-01T20:06:09,QFA25,35.136887,139.835449,5925,299,345
2024-11-01T20:06:24,QFA25,35.156902,139.829071,5875,289,345
2024-11-01T20:06:40,QFA25,35.17664,139.822876,5900,274,345
2024-11-01T20:06:52,QFA25,35.191315,139.818283,5900,264,345
2024-11-01T20:07:08,QFA25,35.209625,139.812515,5800,258,345
2024-11-01T20:07:23,QFA25,35.227474,139.806808,5475,260,345
2024-11-01T20:07:35,QFA25,35.242126,139.802109,5175,263,345
2024-11-01T20:07:51,QFA25,35.257736,139.797073,4825,268,345
2024-11-01T20:08:00,QFA25,35.271515,139.792664,4575,267,345
2024-11-01T20:08:06,QFA25,35.278748,139.790375,4425,265,345
2024-11-01T20:08:15,QFA25,35.289551,139.786957,4225,260,345
2024-11-01T20:08:25,QFA25,35.300049,139.783676,4025,257,346
2024-11-01T20:08:31,QFA25,35.307545,139.782211,3925,255,353
2024-11-01T20:08:34,QFA25,35.311035,139.78215,3925,253,353
2024-11-01T20:08:37,QFA25,35.314945,139.782623,3925,249,6
2024-11-01T20:08:40,QFA25,35.316696,139.783051,3900,245,13
2024-11-01T20:08:43,QFA25,35.321602,139.784836,3875,243,19
2024-11-01T20:08:46,QFA25,35.324581,139.786423,3850,242,23
2024-11-01T20:08:49,QFA25,35.32761,139.788467,3825,239,29
2024-11-01T20:08:53,QFA25,35.330822,139.790741,3800,236,31
2024-11-01T20:08:56,QFA25,35.333588,139.792786,3750,235,31
2024-11-01T20:08:59,QFA25,35.336548,139.794952,3725,234,31
2024-11-01T20:09:02,QFA25,35.339539,139.797241,3675,234,31
2024-11-01T20:09:04,QFA25,35.341808,139.79892,3625,233,31
2024-11-01T20:09:07,QFA25,35.344711,139.801147,3575,233,31
2024-11-01T20:09:11,QFA25,35.34819,139.803772,3525,232,31
2024-11-01T20:09:14,QFA25,35.350479,139.805481,3475,233,31
2024-11-01T20:09:24,QFA25,35.359268,139.812134,3300,230,32
2024-11-01T20:09:33,QFA25,35.367783,139.818588,3150,226,32
2024-11-01T20:09:42,QFA25,35.375977,139.824875,3000,225,31
2024-11-01T20:09:51,QFA25,35.383377,139.830536,2850,223,32
2024-11-01T20:10:01,QFA25,35.392227,139.837357,2675,217,32
2024-11-01T20:10:07,QFA25,35.397446,139.841309,2600,211,32
2024-11-01T20:10:16,QFA25,35.404999,139.847031,2475,204,29
2024-11-01T20:10:19,QFA25,35.407562,139.848572,2425,203,25
2024-11-01T20:10:22,QFA25,35.410217,,2350,203,18
2024-11-01T20:10:26,QFA25,35.413357,139.850586,2300,201,11
2024-11-01T20:10:28,QFA25,35.415871,139.850937,2275,199,4
2024-11-01T20:10:32,QFA25,35.418713,139.851044,2225,197,1
2024-11-01T20:10:35,QFA25,35.421413,139.851044,2175,195,359
2024-11-01T20:10:38,QFA25,35.4245,139.851044,2125,193,359
2024-11-01T20:10:41,QFA25,35.427063,139.851044,2100,191,359
2024-11-01T20:10:44,QFA25,35.429745,139.851044,2075,190,359
2024-11-01T20:10:47,QFA25,35.432419,139.851089,2025,187,359
2024-11-01T20:10:50,QFA25,35.434982,139.851089,1975,185,359
2024-11-01T20:10:53,QFA25,35.4375,139.850922,1950,185,355
2024-11-01T20:10:56,QFA25,35.439606,139.850586,1950,184,350
2024-11-01T20:10:59,QFA25,35.442966,139.849701,1900,183,345
2024-11-01T20:11:02,QFA25,35.445328,139.848801,1875,182,341
2024-11-01T20:11:05,QFA25,35.447708,139.847656,1850,180,337
2024-11-01T20:11:09,QFA25,35.450134,139.846283,1825,180,334
2024-11-01T20:11:12,QFA25,35.452148,139.845093,1825,178,332
2024-11-01T20:11:15,QFA25,35.454651,139.843445,1775,177,332
2024-11-01T20:11:17,QFA25,35.456558,139.842163,1725,176,330
2024-11-01T20:11:21,QFA25,35.458839,139.84053,1650,176,329
2024-11-01T20:11:24,QFA25,35.461029,139.838959,1600,173,329
2024-11-01T20:11:27,QFA25,35.463135,139.837479,1575,172,329
2024-11-01T20:11:30,QFA25,35.465542,139.8358,1525,168,330
2024-11-01T20:11:33,QFA25,35.467499,139.834396,1475,166,330
2024-11-01T20:11:43,QFA25,35.473709,139.830093,1325,160,330
2024-11-01T20:11:52,QFA25,35.47966,139.825974,1200,154,330
2024-11-01T20:12:01,QFA25,35.485283,139.821945,1075,147,329
2024-11-01T20:12:11,QFA25,35.490311,139.818375,975,141,329
2024-11-01T20:12:22,QFA25,35.496639,139.813934,825,134,330
2024-11-01T20:12:31,QFA25,35.5019,139.810257,725,132,330
2024-11-01T20:12:38,QFA25,35.505299,139.807861,650,133,329
2024-11-01T20:12:47,QFA25,35.510193,139.804352,525,135,329
2024-11-01T20:12:53,QFA25,35.513672,139.801941,450,135,329
2024-11-01T20:13:02,QFA25,35.51857,139.798401,350,135,329
2024-11-01T20:13:12,QFA25,35.52364,139.79483,250,134,330
2024-11-01T20:13:21,QFA25,35.528687,139.791245,125,133,329
2024-11-01T20:13:30,QFA25,35.53323,139.787994,25,135,329
2024-11-01T20:13:40,QFA25,35.538757,139.784149,0,136,330
2024-11-01T20:13:47,QFA25,35.542831,139.781219,0,125,329
2024-11-01T20:13:55,QFA25,35.546219,139.778885,0,105,329
2024-11-01T20:14:03,QFA25,35.548954,139.776901,0,0,329
2024-11-01T20:14:11,QFA25,35.550671,139.775696,0,42,329
2024-11-01T20:14:16,QFA25,35.551472,139.77504,0,32,323
2024-11-01T20:14:24,QFA25,35.552246,139.774155,0,27,315
2024-11-01T20:14:47,QFA25,35.552959,139.772293,0,0,264
2024-11-01T20:14:55,QFA25,35.552753,139.772034,0,9,233
2024-11-01T20:15:01,QFA25,35.552536,139.771957,0,7,210
2024-11-01T20:15:10,QFA25,35.552292,139.771973,0,5,188
2024-11-01T20:15:29,QFA25,35.551968,139.771942,0,4,188
2024-11-01T20:15:42,QFA25,35.551769,139.771729,0,4,210
2024-11-01T20:15:54,QFA25,35.551628,139.771454,0,5,230
2024-11-01T20:16:03,QFA25,35.551525,139.77121,0,6,239
2024-11-01T20:16:11,QFA25,35.551414,139.770981,0,6,239
2024-11-01T20:16:18,QFA25,35.551304,139.770737,0,8,239
2024-11-01T20:16:23,QFA25,35.551197,139.770523,0,9,239
2024-11-01T20:16:27,QFA25,35.551094,139.770309,0,10,239
2024-11-01T20:16:35,QFA25,35.550919,139.769943,0,10,239
2024-11-01T20:16:41,QFA25,35.550774,139.769608,0,9,239
2024-11-01T20:16:50,QFA25,35.550602,139.769272,0,8,239
2024-11-01T20:16:56,QFA25,35.550476,139.769012,0,8,239
2024-11-01T20:17:04,QFA25,35.550327,139.768692,0,7,239
2024-11-01T20:17:15,QFA25,35.550167,139.768356,0,6,239
2024-11-01T20:17:23,QFA25,35.55006,139.768127,0,6,239
2024-11-01T20:17:31,QFA25,35.549961,139.767914,0,5,241
2024-11-01T20:17:45,QFA25,35.549755,139.767761,0,4,216
2024-11-01T20:17:58,QFA25,35.549545,139.767899,0,5,177
2024-11-01T20:18:09,QFA25,35.549343,139.768082,0,5,154
2024-11-01T20:18:27,QFA25,35.549129,139.76825,0,3,149
