               0.0000000       9.2080097
             300.0000000       9.1999502
             600.0000000       9.1835260
             900.0000000       9.1542692
            1200.0000000       9.1907749
            1500.0000000       9.1646786
            1800.0000000       9.1633072
            2100.0000000       9.2130413
            2400.0000000       9.1951942
            2700.0000000       9.1657572
            3000.0000000       9.1723108
            3300.0000000       9.1995411
            3600.0000000       9.1748571
            3900.0000000       9.1711102
            4200.0000000       9.1737776
            4500.0000000       9.1797581
            4800.0000000       9.1566105
            5100.0000000       9.1574841
            5400.0000000       9.1753931
            5700.0000000       9.1924410
            6000.0000000       9.1752529
            6300.0000000       9.1767416
            6600.0000000       9.1886730
            6900.0000000       9.1862583
            7200.0000000       9.1779709
            7500.0000000       9.1721649
            7800.0000000       9.1702299
            8100.0000000       9.1679125
            8400.0000000       9.1766586
            8700.0000000       9.1584759
            9000.0000000       9.1469936
            9300.0000000       9.1849241
            9600.0000000       9.1699286
            9900.0000000       9.1743908
           10200.0000000       9.1914282
           10500.0000000       9.1688709
           10800.0000000       9.1834297
           11100.0000000       9.1747875
           11400.0000000       9.1822662
           11700.0000000       9.1913958
           12000.0000000       9.1981478
           12300.0000000       9.1802702
           12600.0000000       9.1734838
           12900.0000000       9.1611786
           13200.0000000       9.1986704
           13500.0000000       9.2087717
           13800.0000000       9.1780891
           14100.0000000       9.1944208
           14400.0000000       9.1793976
           14700.0000000       9.1937332
           15000.0000000       9.1668243
           15300.0000000       9.1651182
           15600.0000000       9.2000694
           15900.0000000       9.2234278
           16200.0000000       9.2057219
           16500.0000000       9.2202139
           16800.0000000       9.1907911
           17100.0000000       9.1959391
           17400.0000000       9.2007952
           17700.0000000       9.1932201
           18000.0000000       9.2075872
           18300.0000000       9.1940660
           18600.0000000       9.1895771
           18900.0000000       9.1713295
           19200.0000000       9.2129097
           19500.0000000       9.2169533
           19800.0000000       9.1928339
           20100.0000000       9.2132711
           20400.0000000       9.2013445
           20700.0000000       9.2040739
           21000.0000000       9.2151346
           21300.0000000       9.2102842
           21600.0000000       9.2116442
           21900.0000000       9.2029200
           22200.0000000       9.2197590
           22500.0000000       9.1953268
           22800.0000000       9.2101831
           23100.0000000       9.2312927
           23400.0000000       9.2200489
           23700.0000000       9.2166605
           24000.0000000       9.2262602
           24300.0000000       9.1967278
           24600.0000000       9.2125273
           24900.0000000       9.2478962
           25200.0000000       9.2202139
           25500.0000000       9.2366314
           25800.0000000       9.2332821
           26100.0000000       9.2400122
           26400.0000000       9.2247620
           26700.0000000       9.2486591
           27000.0000000       9.2300959
           27300.0000000       9.2411366
